"name","city","state","zipcode","address","phone_no","page_url"
"Authorized Heating & Air Conditioning, Inc.","Greenville","South Carolina","29607","Greenville South Carolina, US-29607","864-281-0141","https://www.trane.com/residential/en/dealers/authorized-heating-and-air-conditioning-inc-greenville-sc/"
"Atlas Air Masters Inc.","Nanuet","New York","10954","Nanuet New York, US-10954","845-623-3803","https://www.trane.com/residential/en/dealers/atlas-air-masters-inc-nanuet-ny/"
"Atlantic Shores Heating and Cooling, Inc.","Suffolk","Virginia","23434","Suffolk Virginia, US-23434","757-925-0100","https://www.trane.com/residential/en/dealers/atlantic-shores-heating-and-cooling-inc-suffolk-va/"
"Atlantic Refrigeration & Air Conditioning Inc.","Lewes","Delaware","19958","Lewes Delaware, US-19958","302-856-9300","https://www.trane.com/residential/en/dealers/atlantic-refrigeration-and-air-conditioning-inc-lewes-de/"
"ATLANTIC HTG & CLG INC","Lakewood","New Jersey","08701","Lakewood New Jersey, US-08701","732-239-4635","https://www.trane.com/residential/en/dealers/atlantic-htg-and-clg-inc-lakewood-nj/"
"At Your Service Heating and Cooling","Baltimore","Maryland","21224","Baltimore Maryland, US-21224","410-935-3037","https://www.trane.com/residential/en/dealers/at-your-service-heating-cooling-baltimore-md/"
"At Your Service","Yuba City","California","95966","Yuba City California, US-95966","530-755-2248","https://www.trane.com/residential/en/dealers/at-your-service-yuba-city-ca/"
"At Home Heating & Air","Collierville","Tennessee","38017","Collierville Tennessee, US-38017","901-848-6618","https://www.trane.com/residential/en/dealers/at-home-heating-and-air-collierville-tennessee/"
"Assured Comfort Heat & Air","Chattanooga","Tennessee","37412","Chattanooga Tennessee, US-37412","423-541-9595","https://www.trane.com/residential/en/dealers/assured-comfort-heat-and-air-chattanooga-tn/"
"Assurance Aire LLC","Titsuville","Florida","32796","Titsuville Florida, US-32796","321-289-1660","https://www.trane.com/residential/en/dealers/assurance-aire-titusville-fl/"
"ASSOCIATED HTG & AIR COND.","N Wilkesboro","North Carolina","28659","N Wilkesboro North Carolina, US-28659","336-667-7012","https://www.trane.com/residential/en/dealers/associated-htg-and-air-cond-n-wilkesboro-nc/"
"ASHTON BRITT SERVICE COMPANY","Jefferson City","Tennessee","37760","Jefferson City Tennessee, US-37760","865-475-0707","https://www.trane.com/residential/en/dealers/ashton-britt-service-company-jefferson-city-tn/"
"Ashley Heating & Air Conditioning","Boise","Idaho","83704","Boise Idaho, US-83704","208-378-9445","https://www.trane.com/residential/en/dealers/ashley-heating-and-air-conditioning-boise-id/"
"Ary Co AC & Heat","Decatur","Texas","76234","Decatur Texas, US-76234","940-627-5882","https://www.trane.com/residential/en/dealers/aboud-ary-company-decatur-tx/"
"ARTIC-TEMP, INC.","Marathon","Florida","33050","Marathon Florida, US-33050","305-743-5288","https://www.trane.com/residential/en/dealers/artic-temp-inc-marathon-fl/"
"Arrow Service Center","Austin","Texas","78750","Austin Texas, US-78750","512-832-1000","https://www.trane.com/residential/en/dealers/arrow-service-center-austin-tx/"
"Arnold Service Co.","Fayetteville","North Carolina","28301","Fayetteville North Carolina, US-28301","910-425-3350","https://www.trane.com/residential/en/dealers/arnold-service-co-fayetteville-nc/"
"ARNOLD MOOS COMPANY","San Antonio","Texas","78233","San Antonio Texas, US-78233","210-655-5112","https://www.trane.com/residential/en/dealers/arnold-moos-company-san-antonio-tx/"
"Arnold Air Inc","Arnold","Missouri","63010","Arnold Missouri, US-63010","636-296-1200","https://www.trane.com/residential/en/dealers/arnold-air-inc-arnold-mo/"
"ARMSTRONG HTG & CLG","Peoria Heights","Illinois","61616","Peoria Heights Illinois, US-61616","309-699-9460","https://www.trane.com/residential/en/dealers/armstrong-htg-and-clg-peoria-heights-il/"
"Arkansas River Valley Heating & Air, Incorporated","Russellville","Arkansas","72801","Russellville Arkansas, US-72801","479-964-4004","https://www.trane.com/residential/en/dealers/ar-river-valley-heating-and-air-incorporated-russellville-ar/"
"Arizona’s Dukes of Air, LLC","Mesa","Arizona","85212","Mesa Arizona, US-85212","480-773-6565","https://www.trane.com/residential/en/dealers/azs-dukes-of-air-llc-mesa-az/"
"Arizona Comfort Systems","Sierra Vista","Arizona","85635","Sierra Vista Arizona, US-85635","520-459-5681","https://www.trane.com/residential/en/dealers/az-comfort-systems-sierra-vista-az/"
"Arizona Comfort Specialists","Phoenix","Arizona","85020","Phoenix Arizona, US-85020","602-923-2889","https://www.trane.com/residential/en/dealers/arizona-comfort-specialists-phoenix-az/"
"Argus Air Systems, INC","Monroe","Connecticut","06468","Monroe Connecticut, US-06468","203-445-0764","https://www.trane.com/residential/en/dealers/argus-air-systems-inc-monroe-ct/"
"Area Heating & Cooling","Vancouver","Washington","98661","Vancouver Washington, US-98661","360-737-0811","https://www.trane.com/residential/en/dealers/area-heating-and-cooling-vancouver-wa/"
"Arctic Bear","Endwell","New York","13760","Endwell New York, US-13760","607-754-4235","https://www.trane.com/residential/en/dealers/arctic-bear-endwell-ny/"
"ARCTIC AIR SYSTEMS, INC.","Largo","Florida","33773","Largo Florida, US-33773","727-531-7730","https://www.trane.com/residential/en/dealers/arctic-air-systems-inc-largo-fl/"
"ARCTIC AIR SYSTEMS","Largo","Florida","33773","Largo Florida, US-33773","727-531-7730","https://www.trane.com/residential/en/dealers/arctic-air-systems-largo-fl/"
"Arctic Air Services, Inc.","Sarasota","Florida","34243","Sarasota Florida, US-34243","941-747-8800","https://www.trane.com/residential/en/dealers/arctic-air-services-inc-sarasota-fl/"
"Arctic Air Conditioning","Lawrenceburg","Tennessee","38464","Lawrenceburg Tennessee, US-38464","931-964-4900","https://www.trane.com/residential/en/dealers/arctic-air-conditioning-lawrenceburg-tn/"
"ARCHWAY CLG & HTG","Belleville","Illinois","62220","Belleville Illinois, US-62220","618-234-2810","https://www.trane.com/residential/en/dealers/archway-clg-and-htg-belleville-il/"
"Arcadia HVAC","Lawrenceville","Georgia","30096","Lawrenceville Georgia, US-30096","770-921-6600","https://www.trane.com/residential/en/dealers/arcadia-hvac-lawrenceville-ga/"
"Aranda Air inc.","San Jose","California","95125","San Jose California, US-95125","408-271-8835","https://www.trane.com/residential/en/dealers/aranda-air-inc-san-jose-ca/"
"APPALACHIAN REF, HTG. & CLNG.","Avawam","Kentucky","41701","Avawam Kentucky, US-41701","606-436-0682","https://www.trane.com/residential/en/dealers/appalachian-ref-htg-and-clng-avawam-ky/"
"Apex Home Energy Savings","Granbury","Texas","76048","Granbury Texas, US-76048","817-796-6455","https://www.trane.com/residential/en/dealers/apex-home-energy-savings-granbury-tx/"
"AP MATHEWS HEATING & A/C","Davidsonville","Maryland","21035","Davidsonville Maryland, US-21035","410-798-7000","https://www.trane.com/residential/en/dealers/ap-mathews-heating-and-a-c-davidsonville-md/"
"Anthony James Air Conditioning & Heating","Sun City","Arizona","85383","Sun City Arizona, US-85383","623-556-3852","https://www.trane.com/residential/en/dealers/anthony-james-air-conditioning-and-heating-sun-city-az/"
"Andgar Corporation","Ferndale","Washington","98248","Ferndale Washington, US-98248","360-366-9900","https://www.trane.com/residential/en/dealers/andgar-corporation-ferndale-wa/"
"ANCHOR HTG & A/C CO INC","Douglasville","Georgia","30134","Douglasville Georgia, US-30134","770-942-2873","https://www.trane.com/residential/en/dealers/anchor-htg-and-a-c-co-inc-douglasville-ga/"
"AMV CONDITIONING","Cranford","New Jersey","07016","Cranford New Jersey, US-07016","908-276-2240","https://www.trane.com/residential/en/dealers/amv-conditioning-cranford-nj/"
"AMPLUS AIR CONDITIONING CONTRACTOR, INC","Hollywood","Florida","33020","Hollywood Florida, US-33020","954-920-7575","https://www.trane.com/residential/en/dealers/amplus-air-conditioning-contractor-inc-hollywood-fl/"
"AMK Heating & Cooling","Edwardsville","Illinois","62025","Edwardsville Illinois, US-62025","618-656-4116","https://www.trane.com/residential/en/dealers/amk-heating-and-cooling-edwardsville-il/"
"American Mechanical, Inc","Virginia Beach","Virginia","23451","Virginia Beach Virginia, US-23451","757-607-2721","https://www.trane.com/residential/en/dealers/american-mechanical-inc-virginia-beach-va/"
"American Home Water and Air","Phoenix","Arizona","85027","Phoenix Arizona, US-85027","602-993-0083","https://www.trane.com/residential/en/dealers/american-home-water-and-air-phoenix-az/"
"American Heating and Cooling","Gravois Mills","Missouri","63037","Gravois Mills Missouri, US-63037","573-374-8751","https://www.trane.com/residential/en/dealers/american-heating-and-cooling-gravois-mills-mo/"
"AMERICAN HEATING AND COOLING","Richmond","Virginia","23225","Richmond Virginia, US-23225","804-276-8296","https://www.trane.com/residential/en/dealers/american-heating-and-cooling-richmond-va/"
"American Heating & Cooling","Nashville","Tennessee","37210","Nashville Tennessee, US-37210","615-383-3072","https://www.trane.com/residential/en/dealers/american-heating-and-cooling-nashville-tn/"
"American Dream Heating & Cooling LLC","Parlin","New Jersey","07728","Parlin New Jersey, US-07728","732-952-3457","https://www.trane.com/residential/en/dealers/american-dream-heating-and-cooling-llc-parlin-nj/"
"AMERICAN COOL AIR CORP","East Rockaway","New York","11518","East Rockaway New York, US-11518","516-593-0888","https://www.trane.com/residential/en/dealers/american-cool-air-corp-east-rockaway-ny/"
"American Air","Ooltewah","Tennessee","37363","Ooltewah Tennessee, US-37363","423-238-6848","https://www.trane.com/residential/en/dealers/american-air-ooltewah-tn/"
"AMAZING HEATING & AIR CONDITIONING","Baltimore","Maryland","21230","Baltimore Maryland, US-21230","410-685-0383","https://www.trane.com/residential/en/dealers/amazing-heating-and-air-conditioning-baltimore-md/"
"ALTMAN AIR, INC.","Miami","Florida","33176","Miami Florida, US-33176","305-235-6095","https://www.trane.com/residential/en/dealers/altman-air-inc-miami-fl/"
"Althoff Industries – Hillside","Hillside","Illinois","60162","Hillside Illinois, US-60162","312-332-5700","https://www.trane.com/residential/en/dealers/althoff-industries-hillside-hillside-il/"
"Althoff Industries","Crystal Lake","Illinois","60014","Crystal Lake Illinois, US-60014","815-455-7000","https://www.trane.com/residential/en/dealers/althoff-industries-crystal-lake-il/"
"Alternative HVAC Solutions Inc.","Menlo Park","California","94070","Menlo Park California, US-94070","650-322-4328","https://www.trane.com/residential/en/dealers/alternative-hvac-solutions-menlo-park-ca/"
"Altemos/Atlantic Energy","Allentown","Pennsylvania","18109","Allentown Pennsylvania, US-18109","610-435-5630","https://www.trane.com/residential/en/dealers/altemos-atlantic-energy-allentown-pa/"
"Alpha Mechanical","Fair Oaks","California","95628","Fair Oaks California, US-95628","916-848-5980","https://www.trane.com/residential/en/dealers/alpha-mechanical-fair-oaks-ca/"
"Alpha Air LLC","Cottageville","West Virginia","25239","Cottageville West Virginia, US-25239","304-372-7161","https://www.trane.com/residential/en/dealers/alpha-air-llc-cottageville-wv/"
"Alpha Air","Las Vegas","Nevada","89147","Las Vegas Nevada, US-89147","702-969-0000","https://www.trane.com/residential/en/dealers/alpha-air-las-vegas-nv/"
"Aloha Air Conditioning","Las Vegas","Nevada","89107","Las Vegas Nevada, US-89107","702-256-4222","https://www.trane.com/residential/en/dealers/aloha-air-conditioning-las-vegas-nv/"
"AllTech Services Inc.","Sterling","Virginia","20166","Sterling Virginia, US-20166","703-628-8200","https://www.trane.com/residential/en/dealers/alltech-services-inc-sterling-va/"
"Allstate Air Conditioning and Heating Co","Elmwood Park","New Jersey","07407","Elmwood Park New Jersey, US-07407","201-797-2800","https://www.trane.com/residential/en/dealers/allstate-air-conditioning-and-heating-co-elmwood-park-nj/"
"Allstars Electric Heating & Air","Dallas","Texas","75098","Dallas Texas, US-75098","972-248-3322","https://www.trane.com/residential/en/dealers/allstars-electric-heating-and-air-dallas-tx/"
"Allied-Phillips, Inc.","Joppa","Maryland","21085","Joppa Maryland, US-21085","410-676-3536","https://www.trane.com/residential/en/dealers/allied-phillips-inc-joppa-md/"
"ALLIED PLBG & HTG","Springfield","Illinois","62704","Springfield Illinois, US-62704","217-698-5500","https://www.trane.com/residential/en/dealers/allied-plbg-and-htg-springfield-il/"
"Allied American Service Co.","Lewisville","Texas","75057","Lewisville Texas, US-75057","972-539-7077","https://www.trane.com/residential/en/dealers/allied-american-service-co-lewisville-tx/"
"Alliance Heating & Air Conditioning","Bridgeport","Connecticut","06610","Bridgeport Connecticut, US-06610","203-335-9464","https://www.trane.com/residential/en/dealers/alliance-heating-and-air-conditioning-bridgeport-ct/"
"Allen Mechanical","Goochland","Virginia","23063","Goochland Virginia, US-23063","804-556-4155","https://www.trane.com/residential/en/dealers/allen-mechanical-goochland-va/"
"ALLEN KELLY & COMPANY, INC.","Raleigh","North Carolina","27603","Raleigh North Carolina, US-27603","919-779-4197","https://www.trane.com/residential/en/dealers/allen-kelly-and-company-inc-raleigh-nc/"
"ALLEN HEATING & COOLING INC.","Rockford","Illinois","61107","Rockford Illinois, US-61107","815-298-8020","https://www.trane.com/residential/en/dealers/allen-heating-and-cooling-inc-rockford-il/"
"Allegiance Heating & Cooling","Mokena","Illinois","60448","Mokena Illinois, US-60448","708-478-5939","https://www.trane.com/residential/en/dealers/allegiance-heating-and-cooling-mokena-il/"
"All-Ways Air Control","Tacoma","Washington","98409","Tacoma Washington, US-98409","253-383-7718","https://www.trane.com/residential/en/dealers/all-ways-air-control-tacoma-wa/"
"All-Temp Heating & Cooling, LLC","Stuarts Draft","Virginia","24401","Stuarts Draft Virginia, US-24401","540-448-2470","https://www.trane.com/residential/en/dealers/all-temp-heating-and-cooling-llc-stuarts-draft-va/"
"ALL YEAR HEATING & COOLING","Austin","Texas","78752","Austin Texas, US-78752","512-961-1456","https://www.trane.com/residential/en/dealers/all-year-heating-and-cooling-austin-tx/"
"All Star Heating & Air Conditioning","Fall City","Washington","98024","Fall City Washington, US-98024","425-222-7652","https://www.trane.com/residential/en/dealers/all-star-heating-and-air-conditioning-fall-city-wa/"
"All Service Heating & Air","Plano","Texas","75074","Plano Texas, US-75074","972-517-7961","https://www.trane.com/residential/en/dealers/all-service-heating-and-air-plano-tx/"
"All Service Contracting, Inc","Franklin","North Carolina","28734","Franklin North Carolina, US-28734","828-349-1933","https://www.trane.com/residential/en/dealers/all-service-contracting-inc-franklin-nc/"
"All Seasons Refrigeration","Jackson","Tennessee","38305","Jackson Tennessee, US-38305","731-664-3989","https://www.trane.com/residential/en/dealers/all-seasons-refrigeration-jackson-tn/"
"ALL SEASONS HTG. & CLG.","Jacksonville","North Carolina","28540","Jacksonville North Carolina, US-28540","910-347-6069","https://www.trane.com/residential/en/dealers/all-seasons-htg-and-clg-jacksonville-nc/"
"All Seasons Htg-Clg-Plbg","Toledo","Ohio","43606","Toledo Ohio, US-43606","419-725-2142","https://www.trane.com/residential/en/dealers/all-seasons-htg-clg-plbg-toledo-oh/"
"All Pro Heating & Air","Indianapolis","Indiana","46236","Indianapolis Indiana, US-46236","317-721-1227","https://www.trane.com/residential/en/dealers/all-pro-heating-air-indianapolis-in/"
